id,title,year_id,db_id,cve_id,score3,metrics,vendor,product,timeline,ics_title,attention,sectors,areas,hq,date_reported,date_published
389,Oracle VirtualBox crServerDispatchGetCombinerOutputParameterfvNV Out-Of-Bounds Read Information Disclosure Vulnerability,ZDI-19-390,ZDI-CAN-7978,CVE-2019-2574,6.5, (AV:L/AC:L/PR:L/UI:N/S:C/C:H/I:N/A:N),Oracle,VirtualBox,"2019-01-27 - Vulnerability reported to vendor, 2019-04-17 - Coordinated public release of advisory",,,,,,1/27/2019,4/17/2019
390,Oracle VirtualBox crServerDispatchGetVertexAttribdvNV Out-Of-Bounds Read Information Disclosure Vulnerability,ZDI-19-391,ZDI-CAN-7997,CVE-2019-2574,6.5, (AV:L/AC:L/PR:L/UI:N/S:C/C:H/I:N/A:N),Oracle,VirtualBox,"2019-01-28 - Vulnerability reported to vendor, 2019-04-17 - Coordinated public release of advisory",,,,,,1/28/2019,4/17/2019
391,Oracle VirtualBox crServerDispatchGetFinalCombinerInputParameterivNV Uninitialized Memory Information Disclosure Vulnerability,ZDI-19-392,ZDI-CAN-7893,CVE-2019-2574,6.5, (AV:L/AC:L/PR:L/UI:N/S:C/C:H/I:N/A:N),Oracle,VirtualBox,"2019-01-21 - Vulnerability reported to vendor, 2019-04-17 - Coordinated public release of advisory",,,,,,1/21/2019,4/17/2019
392,Oracle VirtualBox crServerDispatchGetCombinerOutputParameterivNV Out-Of-Bounds Read Information Disclosure Vulnerability,ZDI-19-393,ZDI-CAN-7980,CVE-2019-2574,6.5, (AV:L/AC:L/PR:L/UI:N/S:C/C:H/I:N/A:N),Oracle,VirtualBox,"2019-01-27 - Vulnerability reported to vendor, 2019-04-17 - Coordinated public release of advisory",,,,,,1/27/2019,4/17/2019
393,Oracle VirtualBox crServerDispatchGetLightfv Out-Of-Bounds Read Information Disclosure Vulnerability,ZDI-19-394,ZDI-CAN-7985,CVE-2019-2574,6.5, (AV:L/AC:L/PR:L/UI:N/S:C/C:H/I:N/A:N),Oracle,VirtualBox,"2019-01-27 - Vulnerability reported to vendor, 2019-04-17 - Coordinated public release of advisory",,,,,,1/27/2019,4/17/2019
394,Oracle VirtualBox crServerDispatchGetMaterialfv Out-Of-Bounds Read Information Disclosure Vulnerability,ZDI-19-395,ZDI-CAN-7986,CVE-2019-2574,6.5, (AV:L/AC:L/PR:L/UI:N/S:C/C:H/I:N/A:N),Oracle,VirtualBox,"2019-01-27 - Vulnerability reported to vendor, 2019-04-17 - Coordinated public release of advisory",,,,,,1/27/2019,4/17/2019
395,Oracle VirtualBox crServerDispatchGetTexGeniv  Out-Of-Bounds Read Information Disclosure Vulnerability,ZDI-19-396,ZDI-CAN-7990,CVE-2019-2574,6.5, (AV:L/AC:L/PR:L/UI:N/S:C/C:H/I:N/A:N),Oracle,VirtualBox,"2019-01-27 - Vulnerability reported to vendor, 2019-04-17 - Coordinated public release of advisory",,,,,,1/27/2019,4/17/2019
396,Oracle VirtualBox crServerDispatchGetTexParameteriv Out-Of-Bounds Read Information Disclosure Vulnerability,ZDI-19-397,ZDI-CAN-7992,CVE-2019-2574,6.5, (AV:L/AC:L/PR:L/UI:N/S:C/C:H/I:N/A:N),Oracle,VirtualBox,"2019-01-28 - Vulnerability reported to vendor, 2019-04-17 - Coordinated public release of advisory",,,,,,1/28/2019,4/17/2019
397,Oracle VirtualBox crServerDispatchGetVertexAttribdvARB Out-Of-Bounds Read Information Disclosure Vulnerability,ZDI-19-398,ZDI-CAN-7999,CVE-2019-2574,6.5, (AV:L/AC:L/PR:L/UI:N/S:C/C:H/I:N/A:N),Oracle,VirtualBox,"2019-01-28 - Vulnerability reported to vendor, 2019-04-17 - Coordinated public release of advisory",,,,,,1/28/2019,4/17/2019
398,Delta Industrial Automation CNCSoft ScreenEditor DPB File Parsing wTextLen Stack-based Buffer Overflow Remote Code Execution Vulnerability,ZDI-19-399,ZDI-CAN-7807,CVE-2019-10947,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Delta Industrial Automation,CNCSoft ScreenEditor,"2019-01-11 - Vulnerability reported to vendor, 2019-04-17 - Coordinated public release of advisory",ICS Advisory (ICSA-19-106-01), Low skill level to exploit, Critical Manufacturing, Worldwide, Taiwan,1/11/2019,4/17/2019
399,Delta Industrial Automation CNCSoft ScreenEditor DPB File Parsing wMessageLen Stack-based Buffer Overflow Remote Code Execution Vulnerability,ZDI-19-400,ZDI-CAN-7808,CVE-2019-10947,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Delta Industrial Automation,CNCSoft ScreenEditor,"2019-01-11 - Vulnerability reported to vendor, 2019-04-17 - Coordinated public release of advisory",ICS Advisory (ICSA-19-106-01), Low skill level to exploit, Critical Manufacturing, Worldwide, Taiwan,1/11/2019,4/17/2019
400,Delta Industrial Automation CNCSoft ScreenEditor DPB File Parsing wMessageLen Stack-based Buffer Overflow Remote Code Execution Vulnerability,ZDI-19-401,ZDI-CAN-7809,CVE-2019-10947,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Delta Industrial Automation,CNCSoft ScreenEditor,"2019-01-11 - Vulnerability reported to vendor, 2019-04-17 - Coordinated public release of advisory",ICS Advisory (ICSA-19-106-01), Low skill level to exploit, Critical Manufacturing, Worldwide, Taiwan,1/11/2019,4/17/2019
401,Delta Industrial Automation CNCSoft ScreenEditor DPB File Parsing wFontTextLen Stack-based Buffer Overflow Remote Code Execution Vulnerability,ZDI-19-402,ZDI-CAN-7810,CVE-2019-10947,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Delta Industrial Automation,CNCSoft ScreenEditor,"2019-01-11 - Vulnerability reported to vendor, 2019-04-17 - Coordinated public release of advisory",ICS Advisory (ICSA-19-106-01), Low skill level to exploit, Critical Manufacturing, Worldwide, Taiwan,1/11/2019,4/17/2019
402,Delta Industrial Automation CNCSoft ScreenEditor DPB File Parsing wMessageLen Stack-based Buffer Overflow Remote Code Execution Vulnerability,ZDI-19-403,ZDI-CAN-7811,CVE-2019-10947,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Delta Industrial Automation,CNCSoft ScreenEditor,"2019-01-11 - Vulnerability reported to vendor, 2019-04-17 - Coordinated public release of advisory",ICS Advisory (ICSA-19-106-01), Low skill level to exploit, Critical Manufacturing, Worldwide, Taiwan,1/11/2019,4/17/2019
403,Delta Industrial Automation CNCSoft ScreenEditor DPB File Parsing wKPFStringLen Stack-based Buffer Overflow Remote Code Execution Vulnerability,ZDI-19-404,ZDI-CAN-7812,CVE-2019-10947,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Delta Industrial Automation,CNCSoft ScreenEditor,"2019-01-11 - Vulnerability reported to vendor, 2019-04-17 - Coordinated public release of advisory",ICS Advisory (ICSA-19-106-01), Low skill level to exploit, Critical Manufacturing, Worldwide, Taiwan,1/11/2019,4/17/2019
404,Delta Industrial Automation CNCSoft ScreenEditor DPB File Parsing wTextLen Heap-based Buffer Overflow Remote Code Execution Vulnerability,ZDI-19-405,ZDI-CAN-7813,CVE-2019-10951,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Delta Industrial Automation,CNCSoft ScreenEditor,"2019-01-11 - Vulnerability reported to vendor, 2019-04-17 - Coordinated public release of advisory",ICS Advisory (ICSA-19-106-01), Low skill level to exploit, Critical Manufacturing, Worldwide, Taiwan,1/11/2019,4/17/2019
405,Delta Industrial Automation CNCSoft ScreenEditor DPB File Parsing DescwTextLen Out-Of-Bounds Read Information Disclosure Vulnerability,ZDI-19-406,ZDI-CAN-7814,CVE-2019-10949,3.3, (AV:L/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:N),Delta Industrial Automation,CNCSoft ScreenEditor,"2019-01-11 - Vulnerability reported to vendor, 2019-04-17 - Coordinated public release of advisory",ICS Advisory (ICSA-19-106-01), Low skill level to exploit, Critical Manufacturing, Worldwide, Taiwan,1/11/2019,4/17/2019
406,Delta Industrial Automation CNCSoft ScreenEditor DPB File Parsing GCodePatternLen Out-Of-Bounds Read Information Disclosure Vulnerability,ZDI-19-407,ZDI-CAN-7826,CVE-2019-10949,3.3, (AV:L/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:N),Delta Industrial Automation,CNCSoft ScreenEditor,"2019-01-12 - Vulnerability reported to vendor, 2019-04-17 - Coordinated public release of advisory",ICS Advisory (ICSA-19-106-01), Low skill level to exploit, Critical Manufacturing, Worldwide, Taiwan,1/12/2019,4/17/2019
407,Delta Industrial Automation CNCSoft ScreenEditor DPB File Parsing wLanguageNameLen Heap-based Buffer Overflow Remote Code Execution Vulnerability,ZDI-19-408,ZDI-CAN-7831,CVE-2019-10951,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Delta Industrial Automation,CNCSoft ScreenEditor,"2019-01-11 - Vulnerability reported to vendor, 2019-04-17 - Coordinated public release of advisory",ICS Advisory (ICSA-19-106-01), Low skill level to exploit, Critical Manufacturing, Worldwide, Taiwan,1/11/2019,4/17/2019
408,Delta Industrial Automation CNCSoft ScreenEditor DPB File Parsing wTextLen Out-Of-Bounds Read Information Disclosure Vulnerability,ZDI-19-409,ZDI-CAN-7815,CVE-2019-10949,3.3, (AV:L/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:N),Delta Industrial Automation,CNCSoft,"2019-01-11 - Vulnerability reported to vendor, 2019-04-17 - Coordinated public release of advisory",ICS Advisory (ICSA-19-106-01), Low skill level to exploit, Critical Manufacturing, Worldwide, Taiwan,1/11/2019,4/17/2019
409,Delta Industrial Automation CNCSoft ScreenEditor DPB File Parsing PanelName Stack-based Buffer Overflow Remote Code Execution Vulnerability,ZDI-19-410,ZDI-CAN-7823,CVE-2019-10947,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Delta Industrial Automation,CNCSoft,"2019-01-14 - Vulnerability reported to vendor, 2019-04-17 - Coordinated public release of advisory",ICS Advisory (ICSA-19-106-01), Low skill level to exploit, Critical Manufacturing, Worldwide, Taiwan,1/14/2019,4/17/2019
410,Delta Industrial Automation CNCSoftScreenEditor DPB File Parsing wMessageLen Out-Of-Bounds Read Information Disclosure Vulnerability,ZDI-19-411,ZDI-CAN-7827,CVE-2019-10949,3.3, (AV:L/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:N),Delta Industrial Automation,CNCSoft,"2019-01-12 - Vulnerability reported to vendor, 2019-04-17 - Coordinated public release of advisory",ICS Advisory (ICSA-19-106-01), Low skill level to exploit, Critical Manufacturing, Worldwide, Taiwan,1/12/2019,4/17/2019
411,Delta Industrial Automation CNCSoft ScreenEditor DPB File Parsing GCodePatternLen Out-Of-Bounds Read Information Disclosure Vulnerability,ZDI-19-412,ZDI-CAN-7945,CVE-2019-10949,3.3, (AV:L/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:N),Delta Industrial Automation,CNCSoft,"2019-01-26 - Vulnerability reported to vendor, 2019-04-17 - Coordinated public release of advisory",ICS Advisory (ICSA-19-106-01), Low skill level to exploit, Critical Manufacturing, Worldwide, Taiwan,1/26/2019,4/17/2019
412,Delta Industrial Automation CNCSoft ScreenEditor wMessageLen Out-Of-Bounds Read Information Disclosure Vulnerability,ZDI-19-413,ZDI-CAN-7947,CVE-2019-10949,3.3, (AV:L/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:N),Delta Industrial Automation,CNCSoft,"2019-01-26 - Vulnerability reported to vendor, 2019-04-17 - Coordinated public release of advisory",ICS Advisory (ICSA-19-106-01), Low skill level to exploit, Critical Manufacturing, Worldwide, Taiwan,1/26/2019,4/17/2019
413,Delta Industrial Automation CNCSoft ScreenEditor DPB Parsing Out-Of-Bounds Read Information Disclosure Vulnerability,ZDI-19-414,ZDI-CAN-7960,CVE-2019-10949,3.3, (AV:L/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:N),Delta Industrial Automation,CNCSoft ScreenEditor,"2019-01-30 - Vulnerability reported to vendor, 2019-04-17 - Coordinated public release of advisory",ICS Advisory (ICSA-19-106-01), Low skill level to exploit, Critical Manufacturing, Worldwide, Taiwan,1/30/2019,4/17/2019
414,Delta Industrial Automation CNCSoft ScreenEditor DPB Parsing Out-Of-Bounds Read Information Disclosure Vulnerability,ZDI-19-415,ZDI-CAN-7961,CVE-2019-10949,3.3, (AV:L/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:N),Delta Industrial Automation,CNCSoft ScreenEditor,"2019-01-30 - Vulnerability reported to vendor, 2019-04-17 - Coordinated public release of advisory",ICS Advisory (ICSA-19-106-01), Low skill level to exploit, Critical Manufacturing, Worldwide, Taiwan,1/30/2019,4/17/2019
415,Delta Industrial Automation CNCSoft ScreenEditor DPB Parsing Out-Of-Bounds Read Information Disclosure Vulnerability,ZDI-19-416,ZDI-CAN-7962,CVE-2019-10949,3.3, (AV:L/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:N),Delta Industrial Automation,CNCSoft ScreenEditor,"2019-01-30 - Vulnerability reported to vendor, 2019-04-17 - Coordinated public release of advisory",ICS Advisory (ICSA-19-106-01), Low skill level to exploit, Critical Manufacturing, Worldwide, Taiwan,1/30/2019,4/17/2019
416,Delta Industrial Automation CNCSoft ScreenEditor DPB File Parsing wKPFStringLen Stack-based Buffer Overflow Remote Code Execution Vulnerability,ZDI-19-417,ZDI-CAN-7946,CVE-2019-10947,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Delta Industrial Automation,CNCSoft,"2019-01-26 - Vulnerability reported to vendor, 2019-04-17 - Coordinated public release of advisory",ICS Advisory (ICSA-19-106-01), Low skill level to exploit, Critical Manufacturing, Worldwide, Taiwan,1/26/2019,4/17/2019
417,Delta Industrial Automation CNCSoft ScreenEditor DPB File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability,ZDI-19-418,ZDI-CAN-8059,CVE-2019-10949,3.3, (AV:L/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:N),Delta Industrial Automation,CNCSoft,"2019-02-07 - Vulnerability reported to vendor, 2019-04-17 - Coordinated public release of advisory",ICS Advisory (ICSA-19-106-01), Low skill level to exploit, Critical Manufacturing, Worldwide, Taiwan,2/7/2019,4/17/2019
418,Delta Industrial Automation CNCSoft ScreenEditor DPB File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability,ZDI-19-419,ZDI-CAN-8061,CVE-2019-10949,3.3, (AV:L/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:N),Delta Industrial Automation,CNCSoft ScreenEditor,"2019-02-07 - Vulnerability reported to vendor, 2019-04-17 - Coordinated public release of advisory",ICS Advisory (ICSA-19-106-01), Low skill level to exploit, Critical Manufacturing, Worldwide, Taiwan,2/7/2019,4/17/2019
419,(Pwn2Own) VMware Workstation UHCI Race Condition Privilege Escalation Vulnerability,ZDI-19-420,ZDI-CAN-8364,CVE-2019-5519,7.8, (AV:L/AC:H/PR:L/UI:N/S:C/C:H/I:H/A:H),VMware,Workstation,"2019-03-20 - Vulnerability reported to vendor, 2019-04-17 - Coordinated public release of advisory, 2019-06-14 - Advisory Updated, ",,,,,,3/20/2019,4/17/2019
420,(Pwn2Own) VMware Workstation UHCI Out-Of-Bounds Access Privilege Escalation Vulnerability,ZDI-19-421,ZDI-CAN-8372,CVE-2019-5518,7.8, (AV:L/AC:H/PR:L/UI:N/S:C/C:H/I:H/A:H),VMware,Workstation,"2019-03-21 - Vulnerability reported to vendor, 2019-04-17 - Coordinated public release of advisory, 2019-06-14 - Advisory Updated, ",,,,,,3/21/2019,4/17/2019
421,Apple macOS apfs Volume Use-After-Free Privilege Escalation Vulnerability,ZDI-19-422,ZDI-CAN-7344,CVE-2019-8534,8.8, (AV:L/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H),Apple,macOS,"2018-12-27 - Vulnerability reported to vendor, 2019-04-29 - Coordinated public release of advisory",,,,,,12/27/2018,4/29/2019
422,(Pwn2Own) Oracle VirtualBox OHCI Integer Overflow Information Disclosure Vulnerability,ZDI-19-423,ZDI-CAN-8361,CVE-2019-2723,4.4, (AV:L/AC:H/PR:L/UI:R/S:U/C:H/I:N/A:N),Oracle,VirtualBox,"2019-03-20 - Vulnerability reported to vendor, 2019-04-29 - Coordinated public release of advisory, 2019-06-14 - Advisory Updated, ",,,,,,3/20/2019,4/29/2019
423,(Pwn2Own) Oracle VirtualBox e1000 Race Condition Privilege Escalation Vulnerability,ZDI-19-424,ZDI-CAN-8362,CVE-2019-2723,6.7, (AV:L/AC:H/PR:L/UI:R/S:U/C:H/I:H/A:H),Oracle,VirtualBox,"2019-03-20 - Vulnerability reported to vendor, 2019-04-29 - Coordinated public release of advisory, 2019-06-14 - Advisory Updated, ",,,,,,3/20/2019,4/29/2019
424,(Pwn2Own) Oracle VirtualBox e1000 Integer Overflow Privilege Escalation Vulnerability,ZDI-19-425,ZDI-CAN-8363,CVE-2019-2722,6.7, (AV:L/AC:H/PR:L/UI:R/S:U/C:H/I:H/A:H),Oracle,VirtualBox,"2019-03-20 - Vulnerability reported to vendor, 2019-04-29 - Coordinated public release of advisory, 2019-06-14 - Advisory Updated, ",,,,,,3/20/2019,4/29/2019
425,Foxit PhantomPDF HTML2PDF HTML Parsing Out-Of-Bounds Read Information Disclosure Vulnerability,ZDI-19-426,ZDI-CAN-7620,CVE-2019-6752,3.3, (AV:L/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:N),Foxit,PhantomPDF,"2018-12-27 - Vulnerability reported to vendor, 2019-04-29 - Coordinated public release of advisory",,,,,,12/27/2018,4/29/2019
426,Foxit Reader XFA Stuff Integer Overflow Information Disclosure Vulnerability,ZDI-19-427,ZDI-CAN-7561,CVE-2019-6753,3.3, (AV:L/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:N),Foxit,Reader,"2018-12-27 - Vulnerability reported to vendor, 2019-04-29 - Coordinated public release of advisory",,,,,,12/27/2018,4/29/2019
427,Foxit Reader localFileStorage Directory Traversal Remote Code Execution Vulnerability,ZDI-19-428,ZDI-CAN-7407,CVE-2019-6754,7.3, (AV:L/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H),Foxit,Reader,"2018-12-27 - Vulnerability reported to vendor, 2019-04-29 - Coordinated public release of advisory",,,,,,12/27/2018,4/29/2019
428,Foxit Reader ConvertToPDF BMP File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability,ZDI-19-429,ZDI-CAN-7613,CVE-2019-6755,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Foxit,Reader,"2019-01-04 - Vulnerability reported to vendor, 2019-04-29 - Coordinated public release of advisory",,,,,,1/4/2019,4/29/2019
429,Foxit PhantomPDF net HTML File Parsing Use-After-Free Information Disclosure Vulnerability,ZDI-19-430,ZDI-CAN-7769,CVE-2019-6756,3.3, (AV:L/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:N),Foxit,PhantomPDF,"2019-01-09 - Vulnerability reported to vendor, 2019-04-29 - Coordinated public release of advisory",,,,,,1/9/2019,4/29/2019
430,Foxit Reader ConvertToPDF JPG File Parsing Use-After-Free Remote Code Execution Vulnerability,ZDI-19-431,ZDI-CAN-7696,CVE-2019-6757,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Foxit,Reader,"2019-01-15 - Vulnerability reported to vendor, 2019-04-29 - Coordinated public release of advisory",,,,,,1/15/2019,4/29/2019
431,Foxit Reader ConvertToPDF JPG File Parsing Use-After-Free Information Disclosure Vulnerability,ZDI-19-432,ZDI-CAN-7701,CVE-2019-6758,3.3, (AV:L/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:N),Foxit,Reader,"2019-01-15 - Vulnerability reported to vendor, 2019-04-29 - Coordinated public release of advisory",,,,,,1/15/2019,4/29/2019
432,Foxit Reader ConvertToPDF BMP File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability,ZDI-19-433,ZDI-CAN-7614,CVE-2019-6759,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Foxit,Reader,"2019-01-17 - Vulnerability reported to vendor, 2019-04-29 - Coordinated public release of advisory",,,,,,1/17/2019,4/29/2019
433,Foxit Reader ConvertToPDF JPG File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability,ZDI-19-434,ZDI-CAN-7694,CVE-2019-6760,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Foxit,Reader,"2019-02-01 - Vulnerability reported to vendor, 2019-04-29 - Coordinated public release of advisory",,,,,,2/1/2019,4/29/2019
434,Foxit Reader XFA CXFA_FFDocView Use-After-Free Remote Code Execution Vulnerability,ZDI-19-435,ZDI-CAN-7777,CVE-2019-6761,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Foxit,Reader,"2019-02-05 - Vulnerability reported to vendor, 2019-04-29 - Coordinated public release of advisory",,,,,,2/5/2019,4/29/2019
435,Foxit PhantomPDF blink_core HTML Parsing Use-After-Free Remote Code Execution Vulnerability,ZDI-19-436,ZDI-CAN-7844,CVE-2019-6762,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Foxit,PhantomPDF,"2019-03-01 - Vulnerability reported to vendor, 2019-04-29 - Coordinated public release of advisory",,,,,,3/1/2019,4/29/2019
436,Foxit Reader FoxitReaderCtl ToggleFormsDesign Use-After-Free Remote Code Execution Vulnerability,ZDI-19-437,ZDI-CAN-7874,CVE-2019-6763,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Foxit,Reader,"2019-03-01 - Vulnerability reported to vendor, 2019-04-29 - Coordinated public release of advisory",,,,,,3/1/2019,4/29/2019
437,Foxit Reader XFA Template Out-Of-Bounds Write Remote Code Execution Vulnerability,ZDI-19-438,ZDI-CAN-7972,CVE-2019-6764,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Foxit,Reader,"2019-03-01 - Vulnerability reported to vendor, 2019-04-29 - Coordinated public release of advisory",,,,,,3/1/2019,4/29/2019
438,Foxit PhantomPDF HTML2PDF HTML Parsing Out-Of-Bounds Read Information Disclosure Vulnerability,ZDI-19-439,ZDI-CAN-8170,CVE-2019-6765,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),Foxit,PhantomPDF,"2019-03-01 - Vulnerability reported to vendor, 2019-04-29 - Coordinated public release of advisory",,,,,,3/1/2019,4/29/2019
439,Foxit Reader AcroForm removeField Use-After-Free Information Disclosure Vulnerability,ZDI-19-440,ZDI-CAN-8162,CVE-2019-6766,3.3, (AV:L/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:N),Foxit,Reader,"2019-03-15 - Vulnerability reported to vendor, 2019-04-29 - Coordinated public release of advisory",,,,,,3/15/2019,4/29/2019
440,Foxit Reader AcroForm removeField Use-After-Free Remote Code Execution Vulnerability,ZDI-19-441,ZDI-CAN-8163,CVE-2019-6767,7, (AV:L/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H),Foxit,Reader,"2019-03-15 - Vulnerability reported to vendor, 2019-04-29 - Coordinated public release of advisory",,,,,,3/15/2019,4/29/2019
441,Foxit Reader AcroForm removeField Use-After-Free Remote Code Execution Vulnerability,ZDI-19-442,ZDI-CAN-8164,CVE-2019-6768,7, (AV:L/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H),Foxit,Reader,"2019-03-15 - Vulnerability reported to vendor, 2019-04-29 - Coordinated public release of advisory",,,,,,3/15/2019,4/29/2019
